,0,1,2,3
121,1.0,7.882999999999999,62.141688999999985,489.8629343869998
122,1.0,7.9079999999999995,62.536463999999995,494.5383573119999
123,1.0,7.933,62.932489,499.24343523699997
124,1.0,8.033,64.52908899999998,518.3621719369999
125,1.0,8.083,65.334889,528.1019077870001
126,1.0,8.133,66.14568899999999,537.9628886369999
127,1.0,8.183,66.961489,547.945864487
128,1.0,8.208,67.371264,552.983334912
129,1.0,8.308,69.022864,573.441954112
130,1.0,8.408,70.694464,594.399053312
131,1.0,8.634,74.545956,643.629784104
132,1.0,8.684,75.41185599999999,654.8765575039998
133,1.0,8.834,78.03955599999999,689.4014377039999
134,1.0,8.859,78.481881,695.2709837790001
135,1.0,8.884,78.92545600000001,701.1737511040001
136,1.0,9.209,84.80568099999999,780.9755163289999
137,1.0,9.259,85.72908100000001,793.7655609790002
138,1.0,9.309,86.65748099999999,806.6944906289998
139,1.0,9.434,89.00035599999998,839.6293585039998
140,1.0,9.535,90.916225,866.886205375
141,1.0,9.56,91.3936,873.7228160000001
142,1.0,9.61,92.3521,887.5036809999999
143,1.0,9.735,94.77022499999998,922.5881403749997
144,1.0,9.835,96.72722500000002,951.3122578750002
145,1.0,9.86,97.21959999999999,958.5852559999998
146,1.0,9.935,98.70422500000001,980.6264753750002
147,1.0,9.96,99.20160000000001,988.0479360000002
148,1.0,9.985,99.70022499999999,995.5067466249998
149,1.0,10.035,100.70122500000001,1010.5367928750001
150,1.0,10.11,102.21209999999999,1033.3643309999998
151,1.0,10.135,102.71822499999999,1041.0492103749998
152,1.0,10.16,103.2256,1048.772096
153,1.0,10.21,104.24410000000002,1064.3322610000002
154,1.0,10.235,104.75522499999998,1072.1697278749998
155,1.0,10.26,105.2676,1080.045576
156,1.0,10.285,105.781225,1087.959899125
157,1.0,10.385,107.848225,1120.003816625
158,1.0,10.485,109.93522499999999,1152.6708341249998
159,1.0,10.561,111.534721,1177.918188481
160,1.0,10.710999999999999,114.72552099999997,1228.8250554309996
161,1.0,10.735999999999999,115.26169599999997,1237.4495682559996
162,1.0,10.886,118.50499599999998,1290.0453864559997
163,1.0,10.960999999999999,120.14352099999996,1316.8931336809994
164,1.0,10.985999999999999,120.69219599999998,1325.9244652559996
165,1.0,11.011,121.24212099999998,1334.9969943309998
166,1.0,11.036,121.793296,1344.110814656
167,1.0,11.286,127.37379599999998,1437.5406616559999
168,1.0,11.311,127.938721,1447.114873231
169,1.0,11.360999999999999,129.072321,1466.3906388809996
170,1.0,11.386,129.64099599999997,1476.0923804559995
171,1.0,11.612,134.838544,1565.745172928
172,1.0,11.662,136.00224400000002,1586.0581695280002
173,1.0,11.687000000000001,136.58596900000003,1596.2802197030005
174,1.0,11.737,137.757169,1616.855892553
175,1.0,11.787,138.93336900000003,1637.6076204030005
176,1.0,11.812000000000001,139.52334400000004,1648.0497393280007
177,1.0,11.937000000000001,142.49196900000004,1700.9266339530006
178,1.0,12.037,144.88936900000002,1744.0333346530003
179,1.0,12.187000000000001,148.52296900000002,1810.0494232030003
180,1.0,12.287,150.97036900000003,1854.9729239030005
181,1.0,12.337,152.201569,1877.710756753
182,1.0,12.362,152.819044,1889.149021928
183,1.0,12.387,153.437769,1900.633644603
184,1.0,12.412,154.057744,1912.1647185280003
185,1.0,12.462,155.301444,1935.366595128
186,1.0,12.487,155.925169,1947.0375853030002
187,1.0,12.538,157.201444,1970.9917048720001
188,1.0,12.588,158.457744,1994.6660814719999
189,1.0,12.613,159.08776899999998,2006.5740303969997
190,1.0,12.663,160.351569,2030.5319182470002
191,1.0,12.738,162.256644,2066.825131272
192,1.0,12.788,163.53294400000001,2091.259287872
193,1.0,12.863,165.45676899999998,2128.2704196469995
194,1.0,12.888,166.10054399999999,2140.703811072
195,1.0,12.963,168.03936899999997,2178.2943403469994
196,1.0,12.988,168.688144,2190.9216142719997
197,1.0,13.038,169.98944400000002,2216.322370872
198,1.0,13.263,175.907169,2333.056782447
199,1.0,13.312999999999999,177.23596899999998,2359.5424552969994
200,1.0,13.388,179.238544,2399.645627072
201,1.0,13.437999999999999,180.57984399999998,2426.6319436719996
202,1.0,13.539000000000001,183.30452100000005,2481.7599098190008
203,1.0,13.564,183.982096,2495.533150144
204,1.0,13.714,188.07379600000002,2579.2440383440003
205,1.0,13.739,188.76012100000003,2593.3753024190005
206,1.0,13.989,195.69212100000001,2737.5370806690003
207,1.0,14.014000000000001,196.39219600000004,2752.2402347440006
208,1.0,14.039000000000001,197.09352100000004,2766.995941319001
209,1.0,14.189,201.327721,2856.639033269
210,1.0,14.264000000000001,203.46169600000005,2902.177631744001
211,1.0,14.289000000000001,204.17552100000003,2917.464019569001
212,1.0,14.339,205.606921,2948.1976402190003
213,1.0,14.364,206.324496,2963.6450605440004
214,1.0,14.389000000000001,207.04332100000002,2979.1463458690005
215,1.0,14.59,212.8681,3105.745579
216,1.0,14.615,213.598225,3121.738058375
217,1.0,14.64,214.32960000000003,3137.7853440000004
218,1.0,14.715,216.531225,3186.256975875
219,1.0,14.765,218.00522500000002,3218.8471471250004
220,1.0,14.84,220.2256,3268.147904
221,1.0,14.865,220.96822500000002,3284.6926646250004
222,1.0,15.065,226.95422499999998,3419.0653996249994
223,1.0,15.115,228.463225,3453.221645875
224,1.0,15.165,229.97722499999998,3487.6046171249995
225,1.0,15.19,230.7361,3504.881359
226,1.0,15.215,231.496225,3522.215063375
227,1.0,15.34,235.3156,3609.7413039999997
228,1.0,15.415,237.622225,3662.9465983749997
229,1.0,15.465,239.166225,3698.7056696249997
230,1.0,15.49,239.9401,3716.672149
231,1.0,15.540999999999999,241.52268099999995,3753.503985420999
232,1.0,15.591,243.07928099999998,3789.8490700709995
233,1.0,15.665999999999999,245.42355599999996,3844.8054282959993
234,1.0,15.716,246.99265599999998,3881.7365816959996
235,1.0,15.741,247.779081,3900.2905140209996
236,1.0,15.815999999999999,250.14585599999998,3956.306858495999
237,1.0,15.915999999999999,253.31905599999996,4031.826095295999
238,1.0,15.991,255.71208099999998,4089.0918872709995
239,1.0,16.041,257.31368100000003,4127.568756921
240,1.0,16.090999999999998,258.92028099999993,4166.286241570998
241,1.0,16.191,262.14848099999995,4244.446055870999
242,1.0,16.241,263.770081,4283.889885521
243,1.0,16.291,265.396681,4323.5773301710005
244,1.0,16.366,267.845956,4383.566915896
245,1.0,16.465999999999998,271.1291559999999,4464.412682695998
246,1.0,16.567,274.465489,4547.069756263
247,1.0,16.692,278.622864,4650.772845888
248,1.0,16.842,283.65296399999994,4777.283219687999
249,1.0,16.917,286.18488900000006,4841.3897672130015
250,1.0,16.942,287.031364,4862.885368888
251,1.0,16.967,287.87908899999996,4884.444503062999
252,1.0,16.992,288.728064,4906.067263488
253,1.0,17.067,291.282489,4971.318239763
254,1.0,17.117,292.991689,5015.138740613001
255,1.0,17.142,293.848164,5037.145227288
256,1.0,17.267,298.14928899999995,5148.143773162999
257,1.0,17.367,301.61268900000005,5238.107569863001
258,1.0,17.417,303.351889,5283.479850713001
259,1.0,17.442,304.223364,5306.263914888
260,1.0,17.467,305.09608899999995,5329.113386562999
261,1.0,17.518,306.88032400000003,5375.929515832001
262,1.0,17.543,307.756849,5398.978402006999
263,1.0,17.567999999999998,308.6346239999999,5422.093074431998
264,1.0,17.593,309.513649,5445.273626857
265,1.0,17.643,311.27544900000004,5491.832746707001
266,1.0,17.817999999999998,317.4811239999999,5656.878667431998
267,1.0,17.843,318.372649,5680.723176107001
268,1.0,17.893,320.15944900000005,5728.613020957001
269,1.0,18.043,325.549849,5873.895925506999
270,1.0,18.067999999999998,326.4526239999999,5898.3460104319975
271,1.0,18.093,327.356649,5922.863850357
272,1.0,18.317999999999998,335.5491239999999,6146.588853431997
273,1.0,18.519000000000002,342.9533610000001,6351.153292359002
274,1.0,18.544,343.87993600000004,6376.909533184001
275,1.0,18.594,345.73683600000004,6428.630728584001
276,1.0,18.619,346.66716099999996,6454.595870658999
277,1.0,18.744,351.337536,6585.470774784
278,1.0,18.844,355.09633600000006,6691.435355584002
279,1.0,18.869,356.039161,6718.102928908999
280,1.0,18.919,357.928561,6771.650445559
281,1.0,18.994,360.772036,6852.504051784
282,1.0,19.044,362.673936,6906.762437184001
283,1.0,19.069000000000003,363.6267610000001,6933.998705509003
284,1.0,19.094,364.58083600000003,6961.306482584001
285,1.0,19.169,367.450561,7043.659803809
286,1.0,19.194000000000003,368.4096360000001,7071.254553384003
287,1.0,19.269000000000002,371.2943610000001,7154.471042109002
288,1.0,19.545,382.00702500000006,7466.327303625002
289,1.0,19.57,382.98490000000004,7495.014493000001
290,1.0,19.62,384.94440000000003,7552.609128000001
291,1.0,19.645,385.926025,7581.516761125
292,1.0,19.67,386.9089000000001,7610.498063000002
293,1.0,19.695,387.893025,7639.553127375
294,1.0,19.72,388.87839999999994,7668.682047999999
295,1.0,19.77,390.8529,7727.161832999999
296,1.0,19.795,391.8420250000001,7756.512884875003
297,1.0,19.82,392.8324,7785.938168000001
298,1.0,19.845,393.82402499999995,7815.437776124999
299,1.0,19.895,395.811025,7874.660342374999
300,1.0,19.945,397.803025,7934.181333625
301,1.0,20.095,403.80902499999996,8114.542357374999
302,1.0,20.12,404.81440000000003,8144.865728000001
303,1.0,20.145,405.82102499999996,8175.264548624999
304,1.0,20.17,406.8289000000001,8205.738913000003
305,1.0,20.22,408.84839999999997,8266.914647999998
306,1.0,20.27,410.87289999999996,8328.393682999998
307,1.0,20.295,411.88702500000005,8359.247172375002
308,1.0,20.32,412.9024,8390.176768
309,1.0,20.521,421.111441,8641.627880761002
310,1.0,20.570999999999998,423.1660409999999,8704.948629410997
311,1.0,20.646,426.25731600000006,8800.508546136001
312,1.0,20.671,427.290241,8832.516571711
313,1.0,20.796,432.473616,8993.721318336
314,1.0,20.871,435.59864099999993,9091.379236310999
315,1.0,21.070999999999998,443.9870409999999,9355.250940910997
316,1.0,21.121,446.0966409999999,9422.007154560997
317,1.0,21.320999999999998,454.58504099999993,9692.207659160998
318,1.0,21.421,458.859241,9829.223801461
319,1.0,21.445999999999998,459.9309159999999,9863.678424535998
320,1.0,21.496,462.07801599999993,9932.829031935999
321,1.0,21.671999999999997,469.67558399999984,10178.809256447996
322,1.0,21.822,476.199684,10391.629504248
323,1.0,21.846999999999998,477.2914089999999,10427.385412422997
324,1.0,21.921999999999997,480.57408399999986,10535.145069447995
325,1.0,22.022,484.96848399999993,10679.975954647998
326,1.0,22.072,487.173184,10752.886517248
327,1.0,22.221999999999998,493.8172839999999,10973.607685047997
328,1.0,22.272,496.04198399999996,11047.847067647997
329,1.0,22.296999999999997,497.1562089999999,11085.091992072996
330,1.0,22.322,498.27168399999994,11122.420530247999
331,1.0,22.346999999999998,499.3884089999999,11159.832775922996
332,1.0,22.471999999999998,504.9907839999999,11348.152898047996
333,1.0,22.497,506.115009,11386.069357473
334,1.0,22.523000000000003,507.28552900000017,11425.591969667006
335,1.0,22.623,511.800129,11578.454318367001
336,1.0,22.673000000000002,514.0649290000001,11655.394135217004
337,1.0,22.773000000000003,518.6095290000002,11810.294803917006
338,1.0,22.798000000000002,519.7488040000001,11849.233233592002
339,1.0,22.823,520.889329,11888.257155767
340,1.0,22.873,523.1741290000001,11966.561852617004
341,1.0,22.998,528.908004,12163.826275992
342,1.0,23.023000000000003,530.0585290000001,12203.537513167004
343,1.0,23.123,534.673129,12363.246761867002
344,1.0,23.223000000000003,539.3077290000001,12524.343390567004
345,1.0,23.248,540.469504,12564.835028992002
346,1.0,23.298000000000002,542.7968040000001,12646.079939592002
347,1.0,23.348000000000003,545.1291040000001,12727.674320192004
348,1.0,23.373,546.297129,12768.602796117002
349,1.0,23.423000000000002,548.6369290000001,12850.722787967004
350,1.0,23.473000000000003,550.9817290000001,12933.194124817004
351,1.0,23.574,555.7334760000001,13100.860963224004
352,1.0,23.599,556.9128010000001,13142.585190799002
353,1.0,23.624000000000002,558.0933760000001,13184.397914624005
354,1.0,23.699,561.6426010000001,13310.368001099005
355,1.0,23.824,567.582976,13522.096820224002
356,1.0,23.849,568.774801,13564.710229049
357,1.0,23.899,571.1622010000001,13650.205441699003
358,1.0,23.949,573.554601,13736.059139349001
359,1.0,23.974,574.7526760000001,13779.120654424001
360,1.0,24.024,577.1525760000001,13865.513485824002
361,1.0,24.049,578.3544009999999,13908.844989648998
362,1.0,24.174,584.3822759999999,14126.857140023998
363,1.0,24.249000000000002,588.0140010000001,14258.751510249005
364,1.0,24.299,590.4414009999999,14347.135602898998
365,1.0,24.349,592.873801,14435.884180549
366,1.0,24.374000000000002,594.0918760000001,14480.395385624002
367,1.0,24.499000000000002,600.2010010000001,14704.324323499004
368,1.0,24.65,607.6225,14977.894624999997
369,1.0,24.75,612.5625,15160.921875
370,1.0,24.775,613.800625,15206.910484375
371,1.0,24.85,617.5225,15345.434125000002
372,1.0,24.875,618.765625,15391.794921875
373,1.0,24.95,622.5024999999999,15531.437374999998
374,1.0,25.0,625.0,15625.0
