,0
0,10.341879368342784
1,48.33946996318677
2,56.98236454521072
3,95.58826697719039
4,99.72965396441023
5,-9.99520197077774
6,64.65682668251463
7,105.20932699332855
8,24.712638208836417
9,23.617676901992162
10,46.144680854801194
11,47.609495758623936
12,81.83068646852954
13,58.203854714179194
14,28.00238862406625
15,67.82491473031732
16,100.82461527125446
17,73.06126302438139
18,23.861001636846446
19,-5.367165513849381
20,36.88860794094447
21,75.9811598426327
22,45.90135611994691
23,14.239941620708311
24,-2.933918165306604
25,94.24998093549186
26,-8.900240663933491
27,76.10282221005986
28,11.436840675187032
29,44.19808297596697
30,90.96023052026203
31,15.821552397261119
32,16.794851336678224
33,34.57702295982883
34,77.8109618487369
35,106.0658300600156
36,63.196878273388954
37,97.05308188101316
38,72.2096264523914
39,45.65803138509264
40,66.4817621939217
41,-2.690593430452328
42,84.02060908221804
43,41.02999492816427
44,5.4705181765601445
45,-12.919965283726157
46,38.840072314475776
47,67.21660289318163
48,87.55368423230215
49,12.896789084312697
50,75.37284800549702
51,27.632535027087748
52,70.86647391599578
53,21.66621252846086
54,19.35462754734523
55,-10.481851440486295
56,67.58158999546305
57,28.610700461201944
58,41.63830676529996
59,70.74481154856866
60,5.713842911414421
61,55.27909140123078
62,81.09584576926963
63,90.59524341798064
64,61.002089165003376
65,35.55032189924595
66,-10.846838542767712
67,101.07280650080583
68,54.30579246181366
69,5.348855809133003
70,21.422887793606584
71,3.5239202977259225
72,70.01483734400583
73,104.23602805391144
74,29.097349930910504
75,75.12952327064275
76,51.381029148865245
77,12.166814879749865
78,105.8225053251613
79,60.15045259301342
80,60.75876443014911
81,44.68473244567552
82,102.2894301750772
83,40.54334545845571
84,68.18990183259876
85,67.33826526060878
86,88.89197027400067
87,24.46931347398214
88,71.59644812055862
89,0.35583224992323004
90,40.786670193309995
91,83.65562197993663
92,78.66259842072685
93,36.036971368954504
94,30.07064887032761
95,77.44597474645548
96,1.0858064544860628
97,94.73663040520043
98,1.6941182916217574
99,37.62344864020439
100,14.11827925328117
101,69.28486313944299
102,4.497219237143032
103,101.92444307279578
104,-11.58167924202763
105,85.48055749134372
106,15.213240560125424
107,44.80639481310266
108,60.63710206272197
109,23.98266400427358
110,54.42745482924081
111,-11.338354507173353
112,20.44958885418948
113,-11.09016327762199
114,99.97297869926447
115,92.1817206892305
116,77.93262421616402
117,57.230555774762074
118,38.353422844767216
119,34.21203585754742
120,91.69507121952196
121,-1.4739697561809386
122,19.719614649626642
123,75.85949747520556
124,86.0888693284794
